ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest secondary,secondary_school_ranking
ID604428965,251 Albion St,BRUNSWICK,1650000.0,h,29/04/2017,4,2.0,4.0,670.0,59.0,-37.7602,144.9591,19967,181.35098199372604,26.0,False,1253.6666666666667,7401.333333333333,484.6666666666667,Brunswick North Primary School,764.0756427411537,not ranked,Sydney Road Community School,1084.4245423430125,447
ID127578650,3/15 Mitchell St,BRUNSWICK,735000.0,u,6/05/2017,2,1.0,2.0,173.0,49.0,-37.7586,144.9653,19967,501.51660063209056,26.0,False,1479.3333333333333,4398.666666666667,502.0,St Margaret Mary's School,259.6451476890152,483,Sydney Road Community School,1270.8128461619942,447
ID155047497,26 MacFarland St,BRUNSWICK,1310000.0,h,12/08/2017,3,1.0,1.0,302.0,109.0,-37.76085,144.95834,19967,210.85094256939095,26.0,False,313.3333333333333,545.3333333333334,65.66666666666667,Brunswick North Primary School,705.1934620154508,not ranked,Sydney Road Community School,1032.227275433,447
ID949851883,44 Mitchell St,BRUNSWICK,1300000.0,h,15/07/2017,5,2.0,0.0,479.0,99.0,-37.75915,144.96755,19967,647.5629446539276,26.0,False,647.0,2861.3333333333335,222.66666666666666,St Margaret Mary's School,84.38052643352403,483,Sydney Road Community School,1275.1430559884386,447
ID667344119,43 Mitchell St,BRUNSWICK,1275000.0,h,23/09/2017,4,1.0,2.0,518.0,139.0,-37.75883,144.96749,19967,656.3885316395409,26.0,False,1412.0,6364.0,699.3333333333334,St Margaret Mary's School,70.42322399268214,483,Sydney Road Community School,1305.9911013490032,447
ID420848836,7 Garnet St,BRUNSWICK,1053000.0,h,27/06/2016,3,1.0,1.0,343.0,94.0,-37.7589,144.9529,19967,732.9695014677047,26.0,True,71.0,261.0,20.0,Brunswick North Primary School,241.1043284381136,not ranked,Brunswick Secondary College,1348.5380396760133,211
ID511724746,154 Brunswick Rd,BRUNSWICK,1050000.0,h,17/09/2016,3,1.0,1.0,239.0,109.0,-37.7776,144.963,19969,476.04844344556545,23.0,False,1683.6666666666667,8938.666666666666,509.3333333333333,Princes Hill Primary School,546.4342397241496,not ranked,Princes Hill Secondary College,678.5814028230776,not ranked
ID562890608,14/1102 Lygon St,CARLTON NORTH,437000.0,u,24/09/2016,1,1.0,1.0,0.0,49.0,-37.7798,144.9707,19969,1182.6470157027732,23.0,False,659.0,5219.333333333333,338.3333333333333,Brunswick South Primary School,202.43191592851662,448,Princes Hill Secondary College,645.5599199678047,not ranked
ID708501886,3/14 Oconnor St,BRUNSWICK EAST,771000.0,t,28/05/2016,2,2.0,2.0,0.0,79.0,-37.7736,144.9725,19969,1222.5405183023015,23.0,False,555.6666666666666,1129.0,160.66666666666666,Our Lady Help of Christians School,561.4744350883942,108,Sydney Road Community School,1030.974543357783,447
ID754631041,41 Barkly St,BRUNSWICK EAST,1679000.0,h,19/11/2016,3,2.0,0.0,326.0,99.0,-37.7776,144.9751,19969,1470.5359199504076,23.0,False,1683.6666666666667,8938.666666666666,509.3333333333333,Brunswick South Primary School,256.89293809954586,448,Princes Hill Secondary College,1101.5959129283126,not ranked
ID715767723,5 Black St,BRUNSWICK,1700000.0,h,18/06/2016,3,2.0,1.0,0.0,74.0,-37.7763,144.9597,19969,169.8348471104069,23.0,True,703.6666666666666,1502.0,135.66666666666666,Princes Hill Primary School,868.7210554935527,not ranked,Brunswick Secondary College,729.2227673727513,211
ID699934874,69 Glenlyon Rd,BRUNSWICK,1210000.0,h,28/08/2016,3,2.0,1.0,280.0,129.0,-37.7719,144.9661,19969,734.9223792987032,23.0,False,271.6666666666667,771.6666666666666,74.0,Brunswick South Primary School,945.6935322655161,448,Sydney Road Community School,445.513314410034,447
ID960935236,113 Glenlyon Rd,BRUNSWICK,1320000.0,h,15/10/2016,4,2.0,1.0,281.0,99.0,-37.7722,144.9681,19969,881.9770735383761,23.0,False,659.0,5219.333333333333,338.3333333333333,Brunswick South Primary School,822.5128588357449,448,Sydney Road Community School,614.6129104605924,447
ID517432468,23 Bicknell Ct,BROADMEADOWS,673000.0,h,3/09/2017,3,1.0,1.0,659.0,94.0,-37.69404,144.91763999999995,20031,198.96885418159243,38.0,True,502.6666666666667,1662.6666666666667,118.66666666666667,Glenroy Private,1104.9877680950008,not ranked,Penola Catholic College,690.5689541056678,361
ID889515731,82 Cuthbert St,BROADMEADOWS,450000.0,h,22/07/2017,3,1.0,1.0,0.0,59.0,-37.6841,144.92818,22254,763.7112102511524,33.0,False,1245.0,3886.0,447.6666666666667,Meadows Primary School,401.65883689649627,not ranked,Sirius College,660.6254581705919,not ranked
ID335963720,48 Electric St,BROADMEADOWS,637000.0,h,19/08/2017,3,1.0,5.0,670.0,39.0,-37.69215,144.91654,20031,337.32457585230554,38.0,False,1173.6666666666667,8523.666666666666,974.6666666666666,St Dominic's School,1010.8479846444709,82,Penola Catholic College,501.51367334361606,361
ID881823003,73 Augustine Tce,GLENROY,651000.0,h,27/05/2017,4,1.0,2.0,587.0,39.0,-37.69897,144.90998000000005,20031,670.830451638712,38.0,False,885.0,1901.0,227.66666666666666,Glenroy West Primary School,682.8172194376118,not ranked,Penola Catholic College,1436.2911589468154,361
ID249890599,39 Emu Pde,JACANA,551000.0,h,4/03/2017,3,1.0,0.0,610.0,64.0,-37.6885,144.9092,20031,942.340923013018,38.0,False,84.33333333333333,293.3333333333333,23.0,Broadmeadows Valley Primary School,899.9472075198166,not ranked,Penola Catholic College,801.5786024151969,361
ID521523005,118 Bindi St,GLENROY,500000.0,h,25/02/2017,3,1.0,4.0,677.0,44.0,-37.695,144.9271,20031,990.9901801768266,38.0,False,1097.6666666666667,5916.0,553.3333333333334,Glenroy Private,362.9158304087713,not ranked,Glenroy Private,362.9158304087713,not ranked
ID407280621,65 Farview St,GLENROY,762700.0,h,25/02/2017,3,1.0,4.0,597.0,59.0,-37.7097,144.9351,20033,1507.8716842165127,34.0,True,84.66666666666667,371.6666666666667,13.0,Westbreen Primary School,734.4377646695606,321,Pascoe Vale Girls Secondary College,876.1025240728256,not ranked
ID196121305,91 Princess St,KEW,2800000.0,h,23/04/2016,4,1.0,0.0,919.0,27.0,-37.8012,145.0297,19904,2332.5861338984596,15.703703703703704,False,824.6666666666666,1890.3333333333333,159.33333333333334,Kew Primary School,422.87149134005705,356,Trinity Grammar School Kew,1124.6233808031195,not ranked
ID738865863,109/311 Burwood Rd,HAWTHORN,370000.0,u,28/08/2016,1,1.0,1.0,0.0,5.0,-37.8222,145.0329,19904,321.70078036949883,15.703703703703704,False,3703.6666666666665,18944.0,2039.3333333333333,Glenferrie Primary School,226.3550480254995,62,Swinburne Senior Secondary College,704.2333682121628,not ranked
ID195196413,12/5 Summerlea Gr,HAWTHORN,275000.0,u,13/05/2017,1,1.0,0.0,479.0,49.0,-37.8292,145.0322,19904,938.0563603984049,15.703703703703704,False,2532.3333333333335,5455.0,713.0,Erasmus Primary School,247.843910774588,not ranked,Scotch College,525.6962825864056,31
ID746929520,75 Derby St,KEW,1910000.0,h,10/12/2016,4,3.0,2.0,277.0,3.0,-37.8007,145.0374,19904,2313.247350166713,15.703703703703704,False,610.0,1743.6666666666667,228.0,Kew Primary School,481.3315628136261,356,Trinity Grammar School Kew,1070.9596453825893,not ranked
ID422491490,36 Bell St,HAWTHORN,1870000.0,h,27/05/2017,3,1.0,1.0,271.0,109.0,-37.81816,145.03938,19904,449.878814271212,15.703703703703704,False,717.3333333333334,1763.0,318.6666666666667,Methodist Ladies' College,475.0110698656973,41,Methodist Ladies' College,475.0110698656973,not ranked
ID391452429,1 Whitty La,SUNBURY,436000.0,h,16/09/2017,3,2.0,2.0,350.0,15.0,-37.58883,144.70202,15351,2481.1039140549565,45.75,False,684.0,1695.6666666666667,161.0,Holy Trinity Catholic Primary School,535.4257492281954,not ranked,Sunbury Downs Secondary College,579.2438190911148,not ranked
ID218352534,11 Perceval St,SUNBURY,498500.0,h,9/09/2017,3,2.0,2.0,688.0,119.0,-37.57367,144.71842,15351,990.2016946874149,45.75,True,1841.6666666666667,9184.666666666666,533.3333333333334,Sunbury West Primary School,501.0826627500186,not ranked,Sunbury College,907.0322403617361,424
ID213766367,20 Miller St,SUNBURY,535000.0,h,27/05/2017,4,2.0,2.0,808.0,49.0,-37.58089,144.72183,15351,523.9939555998941,45.75,False,142.0,344.6666666666667,39.333333333333336,Sunbury West Primary School,1037.9464575832735,not ranked,Sunbury College,951.8008744266175,424
ID915207938,17 Marigolds Rd,YALLAMBIE,800000.0,h,27/11/2016,3,2.0,2.0,660.0,25.0,-37.7285,145.0845,19983,1380.1359591116661,34.57142857142857,False,659.0,5219.333333333333,338.3333333333333,Viewbank Primary School,845.3179825029788,238,Macleod College,1159.3047160964331,459
ID513093758,24 North Rd,BRIGHTON,4225000.0,h,8/04/2017,4,2.0,2.0,920.0,29.0,-37.8981,144.9902,19953,1236.9369749483649,23.5,False,1064.6666666666667,4200.666666666667,432.6666666666667,St James' School,655.2568853826483,248,Star of the Sea College,597.6651423453297,54
ID512438680,6 Hamilton St,BRIGHTON,2275000.0,h,17/09/2016,3,2.0,1.0,359.0,19.0,-37.8965,145.0022,19953,174.27062952775498,23.5,False,334.6666666666667,1407.6666666666667,88.33333333333333,St James' School,430.2639973844984,248,Star of the Sea College,476.818859672185,54
ID556201689,6/105 Cochrane St,BRIGHTON,845000.0,u,29/07/2017,2,1.0,1.0,100.0,59.0,-37.89569,144.99881000000005,19953,483.8155193907401,23.5,True,1479.3333333333333,4398.666666666667,502.0,St James' School,270.6827670864138,248,Star of the Sea College,212.8484747444867,54
ID301098299,38/568 New St,BRIGHTON,520000.0,u,13/05/2017,2,1.0,1.0,1647.0,15.0,-37.8847,144.9972,19954,324.93703178128834,21.5,False,1064.6666666666667,4200.666666666667,432.6666666666667,Sholem Aleichem College,442.403958999468,34,Adass Israel School,970.9721436983833,534
ID783747538,28 Ellington St,CAULFIELD SOUTH,1960000.0,h,16/04/2016,4,3.0,4.0,708.0,49.0,-37.8923,145.0177,19953,1285.428925711652,23.5,False,46.333333333333336,140.0,7.666666666666667,Japanese School of Melbourne,150.38542806823705,not ranked,Japanese School of Melbourne,150.38542806823705,not ranked
ID829673170,25 Gardenvale Rd,CAULFIELD SOUTH,1700000.0,h,24/06/2017,4,2.0,2.0,627.0,94.0,-37.89918,145.01679,19953,1142.677399914229,23.5,False,288.0,712.0,75.66666666666667,Gardenvale Primary School,631.2658694437504,138,Japanese School of Melbourne,784.0453839353963,not ranked
ID360048420,7/20 Abbotsford St,ABBOTSFORD,441000.0,u,14/05/2016,1,1.0,1.0,0.0,10.0,-37.8016,144.9988,19975,469.2583350476477,13.133333333333333,False,2744.3333333333335,10289.666666666666,780.0,Sophia Mundi Steiner School,610.0299826805589,not ranked,Sophia Mundi Steiner School,610.0299826805589,not ranked
ID959577287,101/416 Gore St,FITZROY,715000.0,u,26/07/2016,2,1.0,1.0,0.0,119.0,-37.7967,144.9836,19975,992.9322444808575,13.133333333333333,False,925.6666666666666,4701.333333333333,308.6666666666667,Fitzroy Primary School,371.741406492469,not ranked,Collingwood College,926.0122348999439,359
ID939851826,20 Emma St,COLLINGWOOD,1015000.0,h,8/10/2016,2,1.0,0.0,117.0,14.0,-37.7948,144.9861,19975,880.3201903130392,13.133333333333333,False,958.6666666666666,5673.0,628.0,Clifton Hill Primary School,391.7753607341888,144,Collingwood College,989.8176539008941,359
ID897602954,60 Alexandra Pde,CLIFTON HILL,1010000.0,h,16/09/2017,4,3.0,1.0,193.0,64.0,-37.79395,144.98899,19975,752.8988450221368,13.133333333333333,False,142.0,344.6666666666667,39.333333333333336,Clifton Hill Primary School,184.1539334574562,144,Collingwood College,1014.4475878721524,359
ID908445905,24 Mater St,COLLINGWOOD,1025000.0,h,3/06/2017,2,2.0,1.0,108.0,14.0,-37.79531,144.9863,19975,835.2041503586546,13.133333333333333,False,1173.6666666666667,8523.666666666666,974.6666666666666,Clifton Hill Primary School,422.82728794512985,144,Collingwood College,930.7041284842189,359
ID715023787,4/118 Rose St,FITZROY,580000.0,t,19/08/2017,1,1.0,1.0,782.0,21.0,-37.79617,144.97982,19975,1329.269988852646,13.133333333333333,False,1245.0,3886.0,447.6666666666667,Fitzroy Primary School,410.07765589707526,not ranked,Academy of Mary Immaculate,964.9777328991132,144
ID377396132,11 Margaret Gr,ALPHINGTON,1900000.0,h,27/11/2016,4,2.0,2.0,556.0,89.0,-37.7844,145.0225,19930,762.2727208748306,22.0,False,1463.6666666666667,7426.666666666667,637.3333333333334,St Anthony's School,517.508897183819,485,Alphington Grammar School,1281.662385470062,86
ID283001148,4/224 Arthur St,FAIRFIELD,805000.0,t,24/09/2016,2,1.0,1.0,140.0,11.0,-37.7697,145.0203,19930,1095.807161061659,22.0,False,355.0,1070.3333333333333,122.66666666666667,Fairfield Primary School,923.1954822432716,193,Virtual School Victoria,976.2012702913889,not ranked
ID458188597,231 Station St,FAIRFIELD,1065000.0,h,23/04/2016,3,1.0,2.0,630.0,89.0,-37.7713,145.0196,19930,907.718040627633,22.0,False,958.6666666666666,5673.0,628.0,Fairfield Primary School,748.3714104824273,193,Virtual School Victoria,1162.2276205989695,not ranked
ID422801551,9 Sherrin Ct,WERRIBEE,529000.0,h,8/07/2017,3,2.0,2.0,847.0,39.0,-37.88421,144.67869,19922,1958.9112571396354,32.416666666666664,False,142.0,344.6666666666667,39.333333333333336,Wyndham Park Primary School,201.73753952981113,not ranked,Heathdale Christian College,396.8876022668223,223
ID203840454,10 Dawe Ct,HOPPERS CROSSING,515000.0,h,3/06/2017,3,1.0,2.0,565.0,22.0,-37.86852,144.68039,19922,2442.0032000895453,32.416666666666664,False,647.0,2861.3333333333335,222.66666666666666,Cambridge Primary School,431.3632005581738,494,The Grange P-12 College,1251.4252408837106,312
ID802434044,44 Thurso St,MALVERN EAST,1300000.0,h,3/09/2016,4,2.0,2.0,644.0,26.0,-37.8747,145.0836,19847,790.2258764830685,31.857142857142858,False,925.6666666666666,4701.333333333333,308.6666666666667,Malvern Valley Primary School,693.5851462268948,139,Salesian College,1715.2224449065773,153
ID770378052,2/17 Ashburn Gr,ASHBURTON,900000.0,t,19/11/2016,3,2.0,2.0,153.0,29.0,-37.8655,145.0808,19847,329.6697889289116,31.857142857142858,False,824.6666666666666,1890.3333333333333,159.33333333333334,St Michael's School,212.66601721779682,155,Ashwood High School,1982.7277858947164,241
ID330502307,3 Dunlop St,ASHBURTON,1555000.0,h,4/06/2016,3,2.0,2.0,731.0,84.0,-37.8666,145.0676,19847,1076.590662499901,31.857142857142858,False,1363.6666666666667,6287.666666666667,564.3333333333334,Glen Iris Primary School,697.2368360422056,120,Korowa Anglican Girls' School,1275.122253491988,13
ID418095152,26 Malcolm Ct,MOUNT WAVERLEY,1600000.0,h,1/07/2017,5,3.0,3.0,728.0,59.0,-37.8778,145.11236,19847,3061.370410082857,31.857142857142858,False,1412.0,6364.0,699.3333333333334,St Mary Magdalen's School,1005.1007253650679,not ranked,Salesian College,1196.9102406782138,153
ID120543545,21 Warner Av,ASHBURTON,1920000.0,h,19/08/2017,4,3.0,2.0,391.0,3.0,-37.86664,145.08597,19847,585.5675401757164,31.857142857142858,False,142.0,344.6666666666667,39.333333333333336,St Michael's School,414.77937698460863,155,Ashwood High School,1543.4422238140357,241
ID190497163,67 Prospect Dr,KEILOR EAST,808000.0,h,18/06/2016,5,2.0,2.0,561.0,21.0,-37.74800000000001,144.8552,20003,4152.998951978206,29.375,False,83.0,299.6666666666667,13.0,St Peter's School,559.7426118795393,345,Essendon Keilor College,1575.9222987490962,460
ID901000900,16 Border Dr,KEILOR EAST,703000.0,h,3/09/2016,3,2.0,2.0,683.0,24.0,-37.7402,144.8591,20003,4766.18410126205,29.375,False,925.6666666666666,4701.333333333333,308.6666666666667,St Peter's School,450.25811523173167,345,Essendon Keilor College,935.6650818254745,460
ID355694059,1A Merritt Ct,ALTONA,705000.0,t,11/02/2017,3,2.0,2.0,197.0,39.0,-37.8579,144.8181,19925,904.2365012662199,28.2,False,705.3333333333334,5479.666666666667,335.0,Altona College,448.99876045421877,not ranked,Altona College,448.99876045421877,not ranked
ID580953870,7 Maidstone St,ALTONA,1030000.0,h,27/05/2017,2,1.0,1.0,743.0,6.0,-37.8732,144.81331,19925,894.7471065556609,28.2,False,2897.3333333333335,11243.0,942.0,Altona Primary School,1029.9054121326392,213,Mount St Joseph Girls' College,1044.9631964956068,119
ID175343178,4/5 Rose St,ALTONA,425000.0,u,10/09/2016,2,1.0,2.0,115.0,39.0,-37.871,144.8185,19925,784.6466135065768,28.2,False,97.66666666666667,243.0,33.0,Altona Primary School,522.7280228769122,213,Mount St Joseph Girls' College,992.0306065510708,119
ID588469369,3 Gooch St,THORNBURY,1010000.0,h,3/06/2017,2,1.0,0.0,245.0,49.0,-37.75789,145.00136,20014,400.0578282356983,25.11111111111111,False,5.0,73.0,1.0,St Mary's School,119.7892159988751,159,St John's College Preston,1207.039655092254,not ranked
ID336498445,386 Station St,THORNBURY,1160000.0,h,27/11/2016,3,2.0,2.0,644.0,18.0,-37.7604,145.02100000000004,20014,2061.7153158095316,25.11111111111111,False,1463.6666666666667,7426.666666666667,637.3333333333334,Holy Spirit School,426.1908647576818,496,Virtual School Victoria,452.1959629676944,not ranked
ID936844779,5/67 Flinders St,THORNBURY,601000.0,u,28/05/2016,2,1.0,1.0,82.0,18.0,-37.7556,145.0062,20014,674.1574378850379,25.11111111111111,True,1144.3333333333333,6845.666666666667,375.6666666666667,St Mary's School,422.9017622627888,159,St John's College Preston,1138.2293185034912,not ranked
ID215465877,4/85 St David St,THORNBURY,486000.0,u,24/09/2016,2,1.0,1.0,0.0,59.0,-37.761,145.0055,20015,819.3413410190162,23.11111111111111,False,1463.6666666666667,7426.666666666667,637.3333333333334,Wales Street Primary School,298.76052822426493,175,Santa Maria College,1074.854664941312,137
ID635507147,6/75 Pender St,THORNBURY,277500.0,u,12/11/2016,1,1.0,1.0,0.0,84.0,-37.7542,145.0098,20014,992.7768969463909,25.11111111111111,False,271.6666666666667,771.6666666666666,74.0,Penders Grove Primary School,394.9934207775652,not ranked,St John's College Preston,1243.520285381933,not ranked
ID215730792,3 Ikara Cl,KINGS PARK,560000.0,h,26/08/2017,3,1.0,1.0,565.0,49.0,-37.73574,144.77898000000005,20001,1485.034939752744,34.375,False,591.6666666666666,1189.6666666666667,177.33333333333334,Stevensville Primary School,200.03893249589063,not ranked,Victoria University Secondary College,760.3069821769507,not ranked
ID307623828,3/33 St Georges Rd,ELSTERNWICK,632500.0,u,29/04/2017,2,1.0,1.0,0.0,51.0,-37.8817,145.0032,19954,395.4958766383791,21.5,False,1173.6666666666667,8523.666666666666,974.6666666666666,Sholem Aleichem College,187.30683699746007,34,Adass Israel School,503.2761847916565,534
ID675794166,4 Meaney St,ELSTERNWICK,906000.0,h,3/12/2016,2,1.0,1.0,221.0,99.0,-37.8829,145.0129,19954,1074.4686947891444,21.5,False,925.6666666666666,4701.333333333333,308.6666666666667,Adass Israel School,427.22225105556635,not ranked,Adass Israel School,427.22225105556635,534
ID238559605,2 Mirrim Pl,GOWANBRAE,802500.0,h,12/11/2016,4,2.0,2.0,0.0,14.0,-37.705,144.9004,20032,1482.289418688478,36.0,False,83.0,299.6666666666667,13.0,Glenroy West Primary School,695.1592533335112,not ranked,Gladstone Park Secondary College,1927.272860998644,not ranked
ID301586436,41 Balerno Cir,GOWANBRAE,504000.0,h,6/08/2016,3,2.0,1.0,215.0,15.0,-37.709,144.8964,20032,1899.7562762797281,36.0,False,2744.3333333333335,10289.666666666666,780.0,Glenroy West Primary School,1139.9962453389626,not ranked,Gladstone Park Secondary College,2213.9667860976438,not ranked
ID624895985,1 Granville St,GLENROY,932000.0,h,9/09/2017,3,1.0,1.0,639.0,83.0,-37.70234,144.92123,20032,429.51101527992944,36.0,False,56.333333333333336,98.33333333333333,19.0,Corpus Christi School,221.30886062806513,not ranked,Glenroy Secondary College,423.20980456704535,511
ID385197238,6/2 Murrell St,GLENROY,320500.0,u,17/09/2016,2,1.0,1.0,3056.0,49.0,-37.7042,144.9214,20032,370.0024291575759,36.0,False,824.6666666666666,1890.3333333333333,159.33333333333334,Corpus Christi School,128.17829118994547,not ranked,Glenroy Secondary College,321.5303611226264,511
ID442337830,8A Finchley Av,GLENROY,831000.0,h,19/08/2017,4,3.0,3.0,708.0,12.0,-37.70317,144.91396,20032,324.944154253235,36.0,False,142.0,344.6666666666667,39.333333333333336,Glenroy West Primary School,537.2846301382242,not ranked,Glenroy Secondary College,986.743870870306,511
ID178229923,19 Wheatsheaf Rd,GLENROY,895000.0,h,6/05/2017,3,1.0,2.0,697.0,64.0,-37.7097,144.9256,20032,935.4194880882322,36.0,False,959.0,4476.666666666667,324.0,Glenroy Central Primary School,605.8163767011035,422,Glenroy Secondary College,558.8911422494774,511
ID362339648,2/709 Pascoe Vale Rd,GLENROY,470000.0,u,18/06/2016,3,1.0,2.0,187.0,5.0,-37.7098,144.9163,20032,591.5166738857502,36.0,False,71.0,261.0,20.0,Oak Park Primary School,647.1764550251772,not ranked,Glenroy Secondary College,953.1188859602536,511
ID794531117,127A Parer Rd,AIRPORT WEST,856000.0,t,27/05/2017,3,2.0,1.0,300.0,8.0,-37.71917,144.87819,20032,3803.5983460679704,36.0,False,330.3333333333333,1855.0,82.0,St Christopher's School,674.8982363146691,274,Penleigh & Essendon Grammar School,1602.2117192443984,not ranked
ID170669840,1 Villers Sq,MALVERN EAST,1580000.0,h,19/11/2016,4,2.0,1.0,504.0,99.0,-37.8834,145.0635,19920,535.9741447198035,23.620689655172413,False,2744.3333333333335,10289.666666666666,780.0,Murrumbeena Primary School,680.8304711174188,80,Oakleigh Grammar,2195.176404607666,270
ID120451510,2/94 Truganini Rd,CARNEGIE,737000.0,u,27/06/2016,2,1.0,1.0,165.0,29.0,-37.8927,145.0539,19920,827.9870889936589,23.620689655172413,False,1381.0,4300.0,432.0,Carnegie Primary School,224.66976374027266,77,Kilvington Grammar School,1348.1979616735723,37
ID752474878,414 Waverley Rd,MALVERN EAST,1220000.0,h,29/04/2017,3,1.0,2.0,446.0,39.0,-37.8784,145.0654,19920,1059.0099351631723,23.620689655172413,False,705.3333333333334,5479.666666666667,335.0,Solway Primary School,869.7161831548725,278,Korowa Anglican Girls' School,2110.2017240270284,13
ID932952853,7 Churchill Av,MAIDSTONE,681000.0,h,22/07/2017,3,1.0,2.0,523.0,69.0,-37.78242,144.86955,20022,1961.5959442982466,21.4,False,941.3333333333334,5813.0,575.6666666666666,Christ the King Primary School,883.0498536942407,not ranked,Maribyrnong Secondary College,1675.548320968332,not ranked
ID338262194,25 Thomson St,MAIDSTONE,873000.0,h,13/05/2017,3,1.0,2.0,625.0,79.0,-37.7876,144.8752,20022,1686.4755659337989,21.4,True,502.6666666666667,1662.6666666666667,118.66666666666667,Footscray North Primary School,719.094471238873,235,Maribyrnong Secondary College,1457.572043299559,not ranked
ID695702451,5/16 Omar St,MAIDSTONE,640000.0,t,3/12/2016,3,2.0,2.0,214.0,99.0,-37.7806,144.8714,20022,2205.3752895604753,21.4,False,824.6666666666666,1890.3333333333333,159.33333333333334,Christ the King Primary School,1139.6592752487668,not ranked,Maribyrnong Secondary College,1486.2937318864292,not ranked
ID228337565,47 Radio St,MAIDSTONE,690000.0,h,18/06/2016,4,2.0,1.0,270.0,7.0,-37.7798,144.8659,20022,2180.767177076392,21.4,False,995.0,3291.3333333333335,312.6666666666667,Christ the King Primary School,936.044290050762,not ranked,Caroline Chisholm Catholic College,1544.9967053189596,not ranked
ID283923034,1 Hinkler St,BRAYBROOK,925000.0,h,8/04/2017,3,1.0,2.0,597.0,69.0,-37.7888,144.8511,20022,1561.7461741518678,21.4,False,591.6666666666666,1189.6666666666667,177.33333333333334,Dinjerra Primary School,546.345205452485,not ranked,Caroline Chisholm Catholic College,339.1049052132966,not ranked
ID912125683,12 Stanley St,WEST FOOTSCRAY,756000.0,h,13/08/2016,3,1.0,1.0,353.0,94.0,-37.7915,144.8733,20022,1254.6363120122862,21.4,False,3703.6666666666665,18944.0,2039.3333333333333,Footscray West Primary School,412.8165935980333,399,Footscray City College,1822.7178192739038,166
ID830418349,3/673 Geelong Rd,BROOKLYN,430000.0,t,10/09/2016,3,1.0,1.0,131.0,99.0,-37.8203,144.8386,20022,3174.0035548250503,21.4,False,958.6666666666666,5673.0,628.0,Annunciation School,826.5328237807047,not ranked,Emmanuel College,1303.7292609549165,180
ID937460710,15 Alberta St,WEST FOOTSCRAY,845000.0,h,1/07/2017,3,1.0,2.0,422.0,69.0,-37.79644,144.86388,20022,323.5303943974183,21.4,False,1841.6666666666667,9184.666666666666,533.3333333333334,Dinjerra Primary School,863.4482374306167,not ranked,Caroline Chisholm Catholic College,1690.2723461632752,not ranked
ID787495899,33 Joy St,BRAYBROOK,856500.0,h,19/11/2016,4,2.0,2.0,599.0,11.0,-37.7896,144.8559,20022,1240.2317916935472,21.4,False,703.6666666666666,1502.0,135.66666666666666,Dinjerra Primary School,233.76739952699532,not ranked,Caroline Chisholm Catholic College,658.6784872098804,not ranked
ID595765601,16 Beevers St,ALTONA NORTH,680000.0,h,19/11/2016,3,1.0,3.0,551.0,59.0,-37.8254,144.8514,20022,3082.828316040237,21.4,False,1683.6666666666667,8938.666666666666,509.3333333333333,Annunciation School,576.7560369334244,not ranked,Emmanuel College,1052.4160437813205,180
ID388996377,11 Eucalyptus Dr,MAIDSTONE,680000.0,t,20/05/2017,3,3.0,2.0,2787.0,7.0,-37.7794,144.872,20022,2348.937523410039,21.4,False,817.6666666666666,1779.6666666666667,181.0,Christ the King Primary School,1271.0813852754682,not ranked,Maribyrnong Secondary College,1428.7187276723412,not ranked
ID634792005,2 Murnong St,MARIBYRNONG,1048700.0,h,23/04/2016,4,2.0,2.0,452.0,20.0,-37.774,144.877,20022,3070.796025344098,21.4,False,1150.6666666666667,7827.0,922.3333333333334,St Margaret's Primary School,1466.8274935664815,216,Maribyrnong Secondary College,1164.2152233559364,not ranked
ID440325458,4/667 Barkly St,WEST FOOTSCRAY,375000.0,u,8/04/2017,1,1.0,1.0,60.0,37.0,-37.7971,144.8703,20022,689.8354608413077,21.4,False,959.0,4476.666666666667,324.0,Footscray West Primary School,502.67077258829806,399,Caroline Chisholm Catholic College,2173.3906040549177,not ranked
ID460580960,27 Halpin St,BRUNSWICK WEST,1445000.0,h,24/06/2017,3,1.0,2.0,613.0,69.0,-37.76883,144.94592,19968,1208.918953124479,24.0,False,1841.6666666666667,9184.666666666666,533.3333333333334,Brunswick South West Primary School,286.8053369964339,316,Brunswick Secondary College,832.3608060486878,211
ID754698790,8/7 Passfield St,BRUNSWICK WEST,521500.0,u,3/09/2016,2,1.0,1.0,0.0,59.0,-37.768,144.9408,19968,1653.433114783078,24.0,False,1683.6666666666667,8938.666666666666,509.3333333333333,Brunswick South West Primary School,373.54177956595186,316,Brunswick Secondary College,1291.3683759422922,211
ID489419867,40 Devereaux St,OAK PARK,840000.0,h,18/06/2016,4,1.0,2.0,704.0,59.0,-37.7143,144.9096,20033,1125.4292644602097,34.0,False,268.3333333333333,736.0,128.33333333333334,Oak Park Primary School,498.33233503952886,not ranked,Glenroy Secondary College,1726.1643919208211,511
ID427099681,7 Cartwright St,OAK PARK,1350000.0,h,4/03/2017,4,2.0,2.0,590.0,64.0,-37.7151,144.9194,20033,368.0220626541964,34.0,False,330.3333333333333,1855.0,82.0,Oak Park Primary School,386.7051685554269,not ranked,Glenroy Secondary College,1257.977119962291,511
